id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
51579900,Rental unit in Albany · ★4.78 · 1 bedroom · 1 bed · 1 bath,47625981,Linda,,FOURTH WARD,42.65856,-73.74866,Entire home/apt,115,1,58,8/16/2023,2.32,13,118,23,
51592836,Rental unit in Albany · ★4.68 · 1 bedroom · 1 bed · 1 bath,60293220,David,,THIRD WARD,42.65812,-73.74941,Entire home/apt,86,3,59,8/5/2023,2.55,3,362,23,
51710034,Condo in Albany · ★4.52 · 1 bedroom · 1 bed · 1 bath,392074908,Jerry,,SIXTH WARD,42.65269,-73.76076,Entire home/apt,90,2,29,7/26/2023,1.18,7,336,9,
51964868,Rental unit in Albany · ★4.67 · 1 bedroom · 1 bed · 1 bath,392074908,Jerry,,SIXTH WARD,42.65442,-73.7611,Entire home/apt,88,2,48,8/12/2023,2,7,342,14,
52042995,Home in Albany · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,160832560,Luke,,FIFTEENTH WARD,42.67643,-73.82903,Private room,40,2,15,6/29/2023,0.7,1,296,3,
52152157,Townhouse in Albany · ★4.95 · 2 bedrooms · 2 beds · 1 bath,152762198,Allen,,FIRST WARD,42.63066,-73.77357,Entire home/apt,108,3,42,8/4/2023,1.78,7,169,20,
52225409,Home in Albany · ★4.75 · 3 bedrooms · 3 beds · 1 bath,207800855,Iris,,TWELFTH WARD,42.68553,-73.79716,Entire home/apt,116,1,24,8/27/2023,1.08,3,79,14,
52241973,Guest suite in Albany · ★4.91 · Studio · 1 bed · 1 bath,35465673,Jason,,SIXTH WARD,42.65641,-73.76413,Entire home/apt,79,1,163,8/14/2023,7.13,1,57,77,
52301345,Townhouse in Albany · ★4.25 · 1 bedroom · 2 beds · 1.5 shared baths,49100926,Clyde,,SIXTH WARD,42.65934,-73.76966,Private room,100,2,4,8/16/2022,0.22,4,243,0,
52359404,Home in Albany · ★4.92 · 3 bedrooms · 3 beds · 1 bath,207800855,Iris,,FIFTEENTH WARD,42.67044,-73.82573,Entire home/apt,137,1,63,8/28/2023,2.73,3,360,35,
52360097,Rental unit in Albany · ★4.79 · 1 bedroom · 1 bed · 1 bath,392074908,Jerry,,SIXTH WARD,42.65386,-73.75958,Entire home/apt,88,2,58,3/12/2023,2.46,7,358,16,
52611613,Home in Albany · ★4.96 · 3 bedrooms · 3 beds · 1 bath,232967878,Diana,,NINTH WARD,42.65674,-73.79221,Entire home/apt,186,2,82,8/16/2023,3.58,17,73,41,
52615364,Rental unit in Albany · ★5.0 · 1 bedroom · 2 beds · 1 bath,416465867,Chris,,THIRD WARD,42.65069,-73.75193,Entire home/apt,65,30,20,3/27/2022,0.87,1,96,0,
52619545,Rental unit in Albany · ★4.85 · 2 bedrooms · 2 beds · 1 bath,232967878,Diana,,THIRTEENTH WARD,42.67181,-73.79543,Entire home/apt,129,2,60,8/17/2023,2.59,17,86,34,
52691284,Home in Albany · ★4.96 · 5 bedrooms · 7 beds · 2.5 baths,232967878,Diana,,TENTH WARD,42.66236,-73.79245,Entire home/apt,600,2,49,7/23/2023,2.14,17,78,23,
52836323,Rental unit in Albany · ★4.95 · 2 bedrooms · 2 beds · 1 bath,232967878,Diana,,THIRTEENTH WARD,42.67131,-73.7921,Entire home/apt,147,1,40,8/11/2023,1.95,17,78,24,
52837196,Rental unit in Albany · ★4.78 · 1 bedroom · 1 bed · 1 bath,47625981,Linda,,FOURTH WARD,42.65812,-73.74837,Entire home/apt,116,1,50,8/18/2023,2.21,13,88,17,
52863776,Rental unit in Albany · ★4.99 · 1 bedroom · 2 beds · 1 bath,355777684,Lloyd,,SIXTH WARD,42.65826,-73.76944,Entire home/apt,123,1,124,8/27/2023,5.51,3,319,65,
52923647,Vacation home in Albany · 3 bedrooms · 2 beds · 2 baths,428451585,Erwin,,EIGHTH WARD,42.64792,-73.79953,Entire home/apt,250,3,0,,,1,344,0,
53115382,Home in Albany · ★4.59 · 1 bedroom · 2 beds · 1 bath,207800855,Iris,,FIFTEENTH WARD,42.67004,-73.82367,Entire home/apt,88,2,27,5/24/2023,1.24,3,25,9,
53312101,Rental unit in Albany · ★4.90 · 1 bedroom · 1 bed · 1 bath,232967878,Diana,,SECOND WARD,42.64369,-73.7581,Entire home/apt,95,1,30,7/29/2023,1.37,17,86,24,
53483727,Vacation home in Albany · ★4.97 · 4 bedrooms · 4 beds · 1.5 baths,433096110,Brian,,FOURTEENTH WARD,42.65824,-73.80114,Entire home/apt,207,1,88,8/25/2023,4.34,3,257,45,
53567589,Rental unit in Albany · ★4.92 · 1 bedroom · 1 bed · 1 bath,433096110,Brian,,SIXTH WARD,42.65204,-73.76655,Entire home/apt,99,1,145,8/26/2023,6.92,3,331,78,
53645427,Rental unit in Albany · ★4.60 · 2 bedrooms · 2 beds · 2 baths,47625981,Linda,,FOURTH WARD,42.65913,-73.74722,Entire home/apt,152,1,65,8/13/2023,3.1,13,112,35,
53765091,Rental unit in Albany · ★4.90 · 1 bedroom · 1 bed · 1 bath,392074908,Jerry,,SIXTH WARD,42.65295,-73.7615,Entire home/apt,91,2,30,7/31/2023,1.44,7,234,12,
53860077,Cottage in Albany · ★5.0 · 4 bedrooms · 4 beds · 1 bath,4259750,Peter,,FIFTEENTH WARD,42.674675,-73.822861,Entire home/apt,198,1,12,3/17/2023,0.68,9,362,6,
53868749,Rental unit in Albany · ★3.0 · 3 bedrooms · 3 beds · 1 bath,121680792,Evolve,,SECOND WARD,42.64694,-73.75761,Entire home/apt,173,3,9,11/2/2022,0.52,9,30,4,
53971505,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,60293220,David,,FOURTH WARD,42.65873,-73.7494,Entire home/apt,75,13,3,12/31/2022,0.16,3,364,1,
54097694,Place to stay in Albany · 1 bed · Half-bath,438504176,Roland,,SECOND WARD,42.64683,-73.75662,Entire home/apt,300,1,0,,,1,364,0,
54126420,Home in Albany · ★4.80 · 1 bedroom · 1 bed · 1 bath,37769478,Erion,,TENTH WARD,42.66261,-73.79026,Entire home/apt,106,1,55,5/27/2023,3.68,7,362,41,
54126421,Townhouse in Albany · ★4.94 · 1 bedroom · 1 bed · 1 bath,37769478,Erion,,SIXTH WARD,42.65422,-73.76996,Entire home/apt,128,1,34,8/5/2023,1.94,7,357,15,
54126427,Townhouse in Albany · ★4.90 · 1 bedroom · 1 bed · 1 bath,37769478,Erion,,SIXTH WARD,42.65403,-73.77056,Entire home/apt,128,1,98,5/11/2023,4.88,7,304,28,
54128829,Townhouse in Albany · ★4.99 · 2 bedrooms · 5 beds · 2 baths,265709295,Richard & Priscela,,SIXTH WARD,42.65594,-73.76591,Entire home/apt,215,1,152,8/31/2023,8.14,1,336,87,
54150131,Townhouse in Albany · ★4.99 · 3 bedrooms · 4 beds · 2 baths,432936385,Jared,,SIXTH WARD,42.65155,-73.765,Entire home/apt,151,1,84,8/31/2023,4.74,1,301,67,
54232383,Rental unit in Albany · ★4.80 · 2 bedrooms · 2 beds · 1 bath,272907816,Angela,,SECOND WARD,42.64459,-73.75392,Entire home/apt,130,2,5,11/6/2022,0.41,4,29,5,
54369238,Townhouse in Albany · ★4.90 · 2 bedrooms · 2 beds · 1.5 baths,152762198,Allen,,NINTH WARD,42.65578,-73.78641,Entire home/apt,111,3,21,8/28/2023,1.84,7,168,21,
54369240,Rental unit in Albany · ★4.88 · 1 bedroom · 1 bed · 1 bath,152762198,Allen,,TENTH WARD,42.65905,-73.77964,Entire home/apt,85,3,26,8/19/2023,1.67,7,355,18,
514347748300866729,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,166246610,Shawn,,THIRD WARD,42.65742,-73.74985,Entire home/apt,103,4,24,7/29/2023,1.18,2,51,12,
552126406812197546,Townhouse in Albany · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,49100926,Clyde,,SIXTH WARD,42.65902,-73.7701,Private room,110,2,4,1/20/2023,0.21,4,355,2,
553840513283735966,Townhouse in Albany · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,49100926,Clyde,,SIXTH WARD,42.6595,-73.76938,Private room,100,2,4,7/2/2023,0.22,4,335,2,
554082470790988493,Townhouse in Albany · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,49100926,Clyde,,SIXTH WARD,42.6598,-73.76995,Private room,100,2,6,10/2/2022,0.32,4,237,1,
559249822516788574,Rental unit in Albany · 1 bedroom · 2 beds · 1 bath,433884293,Uniah,,NINTH WARD,42.66062,-73.79112,Entire home/apt,75,6,2,6/26/2023,0.19,1,363,2,
563711706943869398,Rental unit in Albany · ★4.83 · 3 bedrooms · 3 beds · 1 bath,4259750,Peter,,THIRTEENTH WARD,42.66919,-73.78672,Entire home/apt,399,2,6,12/24/2022,0.32,9,364,4,
565171585673492875,Serviced apartment in Albany · ★4.76 · 1 bedroom · 1 bed · 1 bath,232967878,Diana,,SECOND WARD,42.64342,-73.75742,Entire home/apt,121,1,51,8/18/2023,2.73,17,86,26,
581057744765912905,Loft in Albany · ★4.63 · Studio · 1 bed · 1 bath,47625981,Linda,,THIRD WARD,42.65848,-73.76359,Entire home/apt,115,1,35,7/30/2023,1.97,13,89,30,
588298411730694861,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,353498132,Michael,,SECOND WARD,42.64441,-73.75647,Entire home/apt,115,13,8,8/5/2023,0.55,5,258,5,
593272120497643087,Home in Albany · ★4.98 · 1 bedroom · 2 beds · 1 private bath,382970529,Thomas,,THIRTEENTH WARD,42.66911,-73.79869,Private room,189,1,61,8/28/2023,4.31,6,68,59,
594826539132503237,Rental unit in Albany · ★4.84 · Studio · 2 beds · 1 bath,232967878,Diana,,SECOND WARD,42.64252,-73.75688,Entire home/apt,119,1,56,8/12/2023,3.24,17,86,43,
597655328370142613,Rental unit in Albany · ★5.0 · 2 bedrooms · 2 beds · 1 bath,30920241,Miri,,SIXTH WARD,42.65314,-73.76787,Entire home/apt,111,28,7,8/6/2023,0.44,2,130,6,
610090811367811938,Rental unit in Albany · ★4.91 · 2 bedrooms · 3 beds · 1 bath,40548251,Reyana,,NINTH WARD,42.652049,-73.7949665,Entire home/apt,101,2,23,8/13/2023,2.35,1,254,23,
617242073954595468,Rental unit in Albany · ★4.91 · 1 bedroom · 2 beds · 1 bath,433096110,Brian,,SIXTH WARD,42.65353,-73.7679,Entire home/apt,113,1,85,8/12/2023,5.28,3,338,68,
618673322156725003,Loft in Albany · ★5.0 · 2 bedrooms · 2 beds · 1 bath,2554853,Nim,,SIXTH WARD,42.655479431152344,-73.76625061,Entire home/apt,70,4,4,7/22/2023,0.4,1,207,4,
619695112394148331,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,353498132,Michael,,SECOND WARD,42.64489,-73.75731,Entire home/apt,120,13,5,8/3/2023,0.37,5,211,3,
620480926228934988,Home in Albany · ★4.60 · 2 bedrooms · 3 beds · 1.5 baths,457678547,Najeem Adegbemiga,,SEVENTH WARD,42.640217,-73.780815,Entire home/apt,122,2,10,8/28/2023,0.8,1,358,8,
621960198566758900,Home in Albany · ★5.0 · 5 bedrooms · 1 bed · 3.5 baths,382970529,Thomas,,FOURTEENTH WARD,42.66762,-73.79919,Entire home/apt,1544,1,5,8/28/2022,0.36,6,347,0,
623102454293479631,Condo in Albany · ★4.55 · 1 bedroom · 2 beds · 1 bath,1176120,Julia,,THIRD WARD,42.65723,-73.75684,Entire home/apt,101,1,111,8/27/2023,6.98,3,84,81,
623454291327573992,Rental unit in Albany · ★4.73 · 3 bedrooms · 3 beds · 1 bath,249258548,Umer,,SEVENTH WARD,42.64372,-73.78426,Entire home/apt,137,2,22,6/25/2023,1.39,4,179,11,
625346918039601608,Rental unit in Albany · ★4.96 · 1 bedroom · 2 beds · 1 bath,12742779,Kathryn,,SIXTH WARD,42.65347,-73.7662,Entire home/apt,112,1,125,8/29/2023,8.3,1,293,98,
625350562676461315,Rental unit in Albany · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,249258548,Umer,,SEVENTH WARD,42.64318,-73.78386,Private room,53,2,10,7/14/2023,0.64,4,148,4,
625361790254590926,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,249258548,Umer,,SEVENTH WARD,42.64242,-73.78536,Private room,53,2,12,8/2/2023,0.79,4,148,7,
627627418709458036,Rental unit in Albany · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,249258548,Umer,,SEVENTH WARD,42.64198,-73.78413,Private room,53,2,6,7/26/2023,0.4,4,148,2,
628163387057233327,Rental unit in Albany · ★4.76 · 1 bedroom · 1 bed · 1 bath,47625981,Linda,,SECOND WARD,42.64528,-73.75861,Entire home/apt,120,1,34,8/4/2023,2.25,13,104,27,
628824127129967353,Rental unit in Albany · 2 bedrooms · 2 beds · 1 private bath,7164949,Jordan,,THIRD WARD,42.66169974831227,-73.76466828,Private room,68,2,0,,,1,88,0,
631035244220396236,Rental unit in Albany · ★4.61 · 1 bedroom · 1 bed · 1 bath,47625981,Linda,,SECOND WARD,42.64558,-73.75928,Entire home/apt,116,1,36,8/21/2023,2.34,13,111,28,
631778545710518995,Rental unit in Albany · ★4.29 · 3 bedrooms · 3 beds · 1 bath,272907816,Angela,,SECOND WARD,42.645252,-73.753433,Entire home/apt,150,2,7,7/27/2023,1.07,4,60,7,
634108143238179968,Rental unit in Albany · ★4.97 · 3 bedrooms · 3 beds · 1 bath,119340359,Lori,,SIXTH WARD,42.65323,-73.76797,Entire home/apt,128,2,73,8/29/2023,4.81,1,27,57,
636902252641496970,Home in Albany · ★4.86 · 3 bedrooms · 3 beds · 1 shared bath,376794541,Neha,,ELEVENTH WARD,42.6635364,-73.7778236,Private room,45,10,21,8/16/2023,1.54,3,346,16,
637104152785938471,Rental unit in Albany · ★4.38 · 2 bedrooms · 2 beds · 1 bath,1176120,Julia,,THIRD WARD,42.65802,-73.756165,Entire home/apt,99,1,104,8/27/2023,6.84,3,87,76,
642909221333428607,Rental unit in Albany · ★4.78 · 1 bedroom · 1 bed · 1 bath,462767507,Joshua,,SIXTH WARD,42.65427,-73.76455,Entire home/apt,102,3,18,8/28/2023,1.35,3,318,15,
646570081594519710,Condo in Albany · 2 bedrooms · 2 beds · 1 bath,172658781,Jessica,,THIRTEENTH WARD,42.66897,-73.79653,Entire home/apt,100,60,0,,,3,266,0,
649973892551492641,Rental unit in Albany · ★4.60 · Studio · 1 bed · 1 bath,353498132,Michael,,SECOND WARD,42.64625,-73.75663,Entire home/apt,89,14,5,8/5/2023,0.4,5,242,4,
652889455649176778,Rental unit in Albany · ★4.61 · 2 bedrooms · 3 beds · 2 baths,426253886,Aggie,,SECOND WARD,42.64595,-73.76196,Entire home/apt,115,1,33,8/13/2023,2.54,2,319,26,
654302747324294105,Rental unit in Albany · ★4.66 · 1 bedroom · 1 bed · 1 bath,47625981,Linda,,FOURTH WARD,42.65752,-73.74743,Entire home/apt,115,1,32,8/8/2023,2.33,13,359,26,
656759629828215245,Rental unit in Albany · 1 bedroom · 5 beds · 1 bath,39656001,Urbangem,,SECOND WARD,42.64493,-73.75725,Entire home/apt,275,5,0,,,6,364,0,
657130517248738038,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,166246610,Shawn,,THIRD WARD,42.65795,-73.75092,Entire home/apt,101,4,10,8/2/2023,0.75,2,255,7,
658160753231817095,Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,30920241,Miri,,SIXTH WARD,42.65128,-73.7686,Entire home/apt,164,30,0,,,2,79,0,
658638185191740358,Home in Albany · ★5.0 · 3 bedrooms · 3 beds · 1 bath,466389096,Patrice,,FIRST WARD,42.6374547,-73.7716647,Entire home/apt,179,5,3,2/14/2023,0.22,3,352,2,
662132809952482192,Home in Albany · 4 bedrooms · 3 beds · 1.5 baths,466389096,Patrice,,FIRST WARD,42.6382401,-73.7719405,Entire home/apt,139,5,1,7/15/2022,0.07,3,335,0,
667644674529935702,Rental unit in Albany · ★4.96 · 1 bedroom · 2 beds · 1 bath,439560254,Sean,,SIXTH WARD,42.65541380925019,-73.76367521,Entire home/apt,123,2,53,8/28/2023,3.98,1,63,48,
668608096674070882,Home in Albany · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,382970529,Thomas,,FOURTEENTH WARD,42.66758,-73.7992,Private room,120,1,71,8/29/2023,5.13,6,73,59,
668608486588067880,Home in Albany · ★4.90 · 1 bedroom · 1 bed · 1.5 shared baths,382970529,Thomas,,FOURTEENTH WARD,42.66764,-73.79908,Private room,120,1,62,8/27/2023,4.48,6,73,51,
669022371438086634,Home in Albany · 3 bedrooms · 5 beds · 1 bath,468871633,Wayne,,FIFTH WARD,42.66381,-73.75919,Entire home/apt,125,2,2,12/22/2022,0.17,1,304,2,
677623197606854496,Rental unit in Albany · ★4.85 · 2 bedrooms · 2 beds · 1 bath,203631769,Johnny,,SECOND WARD,42.64531,-73.75963,Entire home/apt,65,2,27,5/27/2023,2.13,1,154,24,
677763754609430189,Townhouse in Albany · ★4.89 · 3 bedrooms · 3 beds · 1 bath,471187792,Romel,,THIRTEENTH WARD,42.6694413,-73.7974941,Entire home/apt,146,1,44,8/27/2023,3.37,1,134,39,
681241051140825073,Home in Albany · ★5.0 · 3 bedrooms · 3 beds · 1 bath,376794541,Neha,,ELEVENTH WARD,42.66305,-73.77726,Private room,48,10,4,8/29/2023,0.77,3,153,4,
681264183196450583,Home in Albany · ★5.0 · 3 bedrooms · 3 beds · 1 shared bath,376794541,Neha,,ELEVENTH WARD,42.66286,-73.77817,Private room,45,10,9,8/29/2023,0.68,3,356,6,
681937608147268080,Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,466389096,Patrice,,FIRST WARD,42.63716,-73.77227,Entire home/apt,81,7,0,,,3,243,0,
681952268271889535,Vacation home in Albany · 2 bedrooms · 2 beds · 1 bath,461579260,Md,,SECOND WARD,42.646896,-73.757612,Entire home/apt,140,1,1,2/26/2023,0.16,3,0,1,
682687626408133288,Rental unit in Albany · ★4.80 · 4 bedrooms · 4 beds · 2 baths,232967878,Diana,,TENTH WARD,42.66172,-73.78497,Entire home/apt,189,1,61,8/18/2023,4.64,17,75,55,
684100173908872919,Condo in Albany · ★4.41 · 1 bedroom · 2 beds · 1 bath,1176120,Julia,,THIRD WARD,42.65732,-73.75676,Entire home/apt,99,1,59,8/20/2023,4.48,3,84,51,
685516018052013053,Rental unit in Albany · ★4.50 · 1 bedroom · 1 bed · 1 bath,392074908,Jerry,,SEVENTH WARD,42.64759,-73.77049,Entire home/apt,99,2,4,8/15/2023,0.31,7,349,3,
687496906843024117,Vacation home in Albany · ★3.25 · 3 bedrooms · 3 beds · 1 bath,461579260,Md,,SECOND WARD,42.64621,-73.75723,Entire home/apt,176,1,4,5/28/2023,0.36,3,0,4,
688355255688353452,Vacation home in Albany · ★4.08 · 3 bedrooms · 4 beds · 1 bath,461579260,Md,,SECOND WARD,42.646896,-73.757612,Entire home/apt,169,1,12,7/26/2023,0.93,3,363,9,
689719338468663432,Condo in Albany · ★4.94 · 1 bedroom · 1 bed · 1 bath,1717342,David,,SIXTH WARD,42.654057650371506,-73.760713,Entire home/apt,110,1,96,8/25/2023,7.58,2,308,93,
691212803264918638,Home in Albany · ★4.81 · 2 bedrooms · 2 beds · 1.5 baths,474507921,Hyacinth,,TENTH WARD,42.66344638300454,-73.78874122,Private room,50,1,21,4/9/2023,1.76,1,0,21,
692807914756117019,Rental unit in Albany · ★4.88 · 1 bedroom · 1 bed · 1 bath,67337944,Rabia,,ELEVENTH WARD,42.6623,-73.777,Entire home/apt,125,1,42,8/27/2023,5.08,1,342,42,
695129027343234397,Home in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,130759460,Kelsey,,EIGHTH WARD,42.64971,-73.80079,Entire home/apt,200,4,7,8/26/2023,0.7,1,0,7,
700172695352977293,Home in Albany · ★4.50 · 1 bedroom · 1 bed · 1.5 shared baths,442491470,Brigid,,ELEVENTH WARD,42.66247,-73.77469,Private room,40,4,12,7/25/2023,0.97,3,321,9,
701379517805972295,Rental unit in Albany · ★4.82 · 1 bedroom · 1 bed · 1 bath,178347010,Jose,,FIFTH WARD,42.66692,-73.765,Entire home/apt,53,1,22,8/20/2023,1.93,1,362,22,
705081370739410881,Home in Albany · ★4.57 · 1 bedroom · 1 bed · 1 shared bath,442491470,Brigid,,THIRTEENTH WARD,42.66405,-73.78258,Private room,42,3,7,3/6/2023,0.57,3,274,7,
705660262559003663,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,353498132,Michael,,SECOND WARD,42.64577,-73.7583,Entire home/apt,110,13,3,8/13/2023,0.36,5,261,3,
708040907580174096,Home in Albany · ★4.50 · 1 bedroom · 1 bed · 2 shared baths,478008190,Edward,,FOURTEENTH WARD,42.66008,-73.79816,Private room,24,30,4,8/16/2023,0.47,3,283,4,
708060437684762754,Home in Albany · 1 bedroom · 1 bed · 2 shared baths,478008190,Edward,,FOURTEENTH WARD,42.659297007542705,-73.79720148,Private room,24,30,2,5/23/2023,0.19,3,328,2,
708067736362606372,Home in Albany · ★3.50 · 1 bedroom · 1 bed · 2 shared baths,478008190,Edward,,FOURTEENTH WARD,42.65935889426801,-73.7972692,Private room,23,30,4,8/5/2023,0.42,3,351,4,
708148232281445824,Rental unit in Albany · ★4.56 · 2 bedrooms · 2 beds · 1 bath,426253886,Aggie,,SECOND WARD,42.64638,-73.76146,Entire home/apt,95,1,16,5/27/2023,1.43,2,341,16,
712542707120872702,Condo in Albany · ★5.0 · 3 bedrooms · 6 beds · 2 baths,476189412,Timothy,,SECOND WARD,42.6468502,-73.7587258,Entire home/apt,196,30,6,8/1/2023,0.54,2,244,6,
715589505715983809,Townhouse in Albany · ★3.67 · 1 bedroom · 3 beds · 1 bath,121680792,Evolve,,SIXTH WARD,42.65531,-73.76449,Entire home/apt,86,2,6,3/15/2023,0.52,9,0,6,
717373135846408345,Rental unit in Albany · ★5.0 · 2 bedrooms · 2 beds · 1 bath,232967878,Diana,,THIRTEENTH WARD,42.6732,-73.79199,Entire home/apt,138,2,25,8/18/2023,2.42,17,72,25,
721937285094224942,Home in Albany · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,470641143,Angela,,EIGHTH WARD,42.65885,-73.81859,Entire home/apt,421,2,5,2/20/2023,0.46,1,364,5,
723956857052424266,Home in Albany · ★4.91 · 4 bedrooms · 4 beds · 2 baths,10279606,Nori,,NINTH WARD,42.65691,-73.78389,Entire home/apt,228,1,76,8/25/2023,7.86,1,57,76,
724566770267420045,Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 bath,360287870,Mela,,SIXTH WARD,42.6513719,-73.7673156,Entire home/apt,121,2,0,,,1,178,0,
726711638282230909,Vacation home in Albany · ★5.0 · 3 bedrooms · 3 beds · 2 baths,476189412,Timothy,,SECOND WARD,42.64747,-73.75952,Entire home/apt,173,30,6,8/1/2023,0.54,2,348,6,
729131709113603445,Rental unit in Albany · ★4.87 · 1 bedroom · 1 bed · 1 bath,481974689,Lucy,,THIRD WARD,42.65103,-73.7574,Entire home/apt,150,3,23,4/29/2023,2.1,1,0,23,
733964865705013296,Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,502037254,Andrew,,SIXTH WARD,42.65035,-73.76549,Entire home/apt,110,14,1,3/26/2023,0.19,1,239,1,
735879623743921266,Rental unit in Albany · ★4.83 · 1 bedroom · 1 bed · 1 bath,44434571,Earl,,THIRD WARD,42.64564,-73.75261,Entire home/apt,93,1,24,8/26/2023,2.35,5,358,24,
736122518072082645,Rental unit in Albany · ★4.50 · 2 bedrooms · 4 beds · 1.5 baths,121680792,Evolve,,SIXTH WARD,42.65245,-73.76294,Entire home/apt,204,2,8,7/9/2023,0.79,9,20,8,
736893992132754814,Rental unit in Albany · 1 bedroom · 1 bed · 1 shared bath,77367219,Elizabeth,,SIXTH WARD,42.65643,-73.76402,Private room,60,30,2,11/28/2022,0.21,1,354,2,
737574278276037589,Rental unit in Albany · ★4.80 · 4 bedrooms · 4 beds · 1 bath,232967878,Diana,,TENTH WARD,42.66069,-73.78555,Entire home/apt,185,1,25,8/10/2023,2.55,17,83,25,
739722503092755616,Home in Albany · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,98744672,Bela,,NINTH WARD,42.6543178,-73.7818222,Private room,50,2,11,7/24/2023,1.06,8,360,11,
742946641797303970,Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,479114612,Anilexa,,SECOND WARD,42.64469,-73.761,Entire home/apt,86,3,2,8/21/2023,0.21,1,362,2,
743600140734706394,Rental unit in Albany · ★4.75 · 1 bedroom · 1 bed · 1 bath,484673863,Blossom Estates,,NINTH WARD,42.65569,-73.77685,Entire home/apt,124,1,4,1/26/2023,0.48,2,299,4,
744430701454304507,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,65414985,James,,SEVENTH WARD,42.6496,-73.76792,Entire home/apt,81,2,4,5/25/2023,0.85,2,312,4,
746385432544422794,Home in Albany · ★4.33 · 1 bedroom · 1 bed · 1.5 shared baths,442491470,Brigid,,TENTH WARD,42.66054,-73.77447,Private room,38,5,3,8/1/2023,0.8,3,351,3,
746918436835549556,Rental unit in Albany · ★4.57 · 1 bedroom · 1 bed · 1 bath,485300126,John,,THIRD WARD,42.65755,-73.75637,Entire home/apt,62,2,77,8/22/2023,7.52,1,347,77,
751421033442627559,Rental unit in Albany · ★4.88 · 2 bedrooms · 2 beds · 1 bath,486073806,Keneisha,,FIFTH WARD,42.66648,-73.76831,Entire home/apt,91,2,8,8/27/2023,1.22,1,357,8,
752118894541630543,Condo in Albany · ★4.90 · 2 bedrooms · 2 beds · 1 bath,258664571,Vorakij,,SECOND WARD,42.64439384900326,-73.75975702,Entire home/apt,181,2,20,8/27/2023,3.17,2,350,20,
752337379205662422,Condo in Albany · ★5.0 · 2 bedrooms · 2 beds · 1 bath,258664571,Vorakij,,SECOND WARD,42.6444412,-73.7597141,Entire home/apt,180,2,13,8/26/2023,2.79,2,357,13,
756752556396798800,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,69729286,Musab,,SIXTH WARD,42.65259,-73.76732,Private room,50,3,9,8/20/2023,1.1,2,165,9,
757342235277207834,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,188679144,Elizabeth,,SIXTH WARD,42.65534,-73.76461,Entire home/apt,76,7,6,8/4/2023,0.64,8,356,6,
757978037279611051,Rental unit in Albany · ★5.0 · 2 bedrooms · 2 beds · 1 bath,232967878,Diana,,THIRTEENTH WARD,42.67348,-73.7934,Entire home/apt,129,2,14,7/27/2023,2.21,17,84,14,
761141715827746314,Rental unit in Albany · ★4.93 · 1 bedroom · 1 bed · 1 bath,37769478,Erion,,SIXTH WARD,42.65405,-73.76953,Entire home/apt,128,1,14,8/19/2023,1.62,7,362,14,
764508866835218670,Home in Albany · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,6203319,Melissa,,TENTH WARD,42.66117,-73.79091,Private room,75,1,7,8/20/2023,0.76,2,73,7,
771729605341763136,Rental unit in Albany · ★4.10 · 1 bedroom · 1 bed · 1 bath,155027597,Hilrow,,SECOND WARD,42.64755,-73.75842,Entire home/apt,214,1,20,5/14/2023,2.2,1,0,20,
774701102203414342,Home in Albany · ★4.92 · 1 bedroom · 1 bed · 1 bath,261036923,Hasan,,FOURTEENTH WARD,42.6601,-73.80719,Entire home/apt,70,1,25,8/27/2023,3.06,1,264,25,
