id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
12284708,Home in Albany · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,36438637,Chad,,TENTH WARD,42.65912,-73.78349,Private room,45,10,61,10/26/2019,0.69,4,275,0,
12799126,Rental unit in Albany · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,69729286,Musab,,SIXTH WARD,42.65154,-73.76867,Private room,50,5,26,6/30/2023,0.71,2,350,6,
13083497,Home in Albany · ★4.67 · 4 bedrooms · 4 beds · 2 baths,1364123,Akhilesh,,FIFTEENTH WARD,42.66972,-73.82753,Entire home/apt,219,2,168,8/4/2023,1.92,1,339,10,
13711253,Home in Albany · ★4.77 · 1 bedroom · 1 bed · 1.5 shared baths,61700428,Adam,,TWELFTH WARD,42.68769,-73.79664,Private room,60,2,224,12/6/2022,2.58,3,305,5,
14316232,Home in Albany · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,36438637,Chad,,TENTH WARD,42.65726,-73.78219,Private room,50,10,47,5/19/2023,0.55,4,236,3,
14489265,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,37035085,George,,SIXTH WARD,42.65863,-73.76657,Entire home/apt,55,30,6,5/31/2023,0.12,4,331,2,
14989805,Home in Albany · ★4.96 · 2 bedrooms · 5 beds · 2 baths,4259750,Peter,,FIFTEENTH WARD,42.673512,-73.819679,Entire home/apt,295,1,77,8/11/2023,0.93,9,334,18,
15580397,Home in Albany · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,89705052,Share,,NINTH WARD,42.65651,-73.77887,Private room,60,2,37,7/26/2023,0.49,3,60,8,
16531782,Rental unit in Albany · ★4.77 · 1 bedroom · 1 bed · 1 bath,5691268,Elizabeth,,FOURTEENTH WARD,42.66075,-73.80605,Entire home/apt,70,1,291,8/21/2023,7.32,2,340,98,
17238066,Home in Albany · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,61700428,Adam,,FIFTH WARD,42.67614,-73.78169,Private room,44,3,129,5/29/2023,1.67,3,357,3,
17514620,Home in Albany · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,36438637,Chad,,TENTH WARD,42.6584,-73.78309,Private room,45,10,51,8/18/2023,0.65,4,343,7,
18341426,Home in Albany · ★4.98 · 2 bedrooms · 3 beds · 1 bath,4259750,Peter,,FIFTEENTH WARD,42.67637,-73.82395,Entire home/apt,555,1,57,6/26/2022,0.85,9,365,0,
19527043,Rental unit in Albany · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,15223767,Ed,,NINTH WARD,42.65312,-73.78161,Private room,70,1,70,8/17/2023,1.18,3,226,30,
19571496,Home in Albany · ★4.56 · 2 bedrooms · 1 bed · 1 shared bath,36438637,Chad,,TENTH WARD,42.6585,-73.78414,Private room,50,10,25,5/28/2023,0.39,4,273,7,
19663012,Townhouse in Albany · ★4.71 · 2 bedrooms · 2 beds · 2 shared baths,39656001,Urbangem,,SECOND WARD,42.6436,-73.75887,Private room,169,1,21,8/28/2021,0.28,6,179,0,
20138691,Home in Albany · ★4.95 · 1 bedroom · 1 bed · 2 shared baths,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Private room,60,4,19,7/3/2020,0.28,6,224,0,
20212108,Townhouse in Albany · ★4.60 · 1 bedroom · 7 beds · 1 private bath,39656001,Urbangem,,SECOND WARD,42.64355,-73.75712,Private room,299,2,5,1/28/2023,0.11,6,179,1,
20518708,Home in Albany · ★4.92 · 2 bedrooms · 1 bed · 2 shared baths,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Private room,80,4,12,3/4/2020,0.23,6,224,0,
20519453,Home in Albany · ★4.88 · 1 bedroom · 1 bed · 2 shared baths,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Private room,80,4,16,4/24/2020,0.24,6,224,0,
20519722,Home in Albany · ★5.0 · 2 bedrooms · 1 bed · 2 shared baths,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Private room,80,4,8,8/12/2020,0.13,6,224,0,
20519807,Home in Albany · ★4.97 · 1 bedroom · 1 bed · 2 shared baths,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Private room,60,4,32,7/8/2020,0.48,6,1,0,
20519885,Home in Albany · ★4.93 · 5 bedrooms · 6 beds · 2 baths,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Entire home/apt,275,4,85,8/14/2023,1.2,6,328,20,
20620135,Home in Albany · ★4.93 · 2 bedrooms · 4 beds · 1 bath,4259750,Peter,,FIFTEENTH WARD,42.675,-73.82382,Entire home/apt,196,1,55,12/31/2022,0.77,9,63,1,
20633175,Rental unit in Albany · ★4.91 · 1 bedroom · 2 beds · 1 bath,65414985,James,,SEVENTH WARD,42.64939,-73.76865,Entire home/apt,129,2,130,5/28/2023,1.96,2,312,15,
20671966,Home in Albany · ★4.90 · 1 bedroom · 1 bed · 1 bath,98744672,Bela,,NINTH WARD,42.65532,-73.78244,Entire home/apt,85,2,39,6/1/2023,0.54,8,308,1,
21052414,Home in Albany · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,135717458,Chad,,THIRTEENTH WARD,42.66565,-73.77975,Private room,40,10,37,7/31/2023,0.59,3,297,3,
21392315,Rental unit in Albany · ★4.86 · 1 bedroom · 1 bed · 1 bath,98744672,Bela,,NINTH WARD,42.65372,-73.78244,Entire home/apt,85,3,100,5/20/2023,1.42,8,262,8,
21449583,Home in Albany · ★5.0 · 4 bedrooms · 5 beds · 1.5 baths,4259750,Peter,,FIFTEENTH WARD,42.67547,-73.82402,Entire home/apt,570,4,8,7/27/2018,0.12,9,365,0,
21752534,Rental unit in Albany · ★4.72 · 1 bedroom · 2 beds · 1 bath,152762198,Allen,,TENTH WARD,42.66045,-73.77833,Entire home/apt,78,3,152,8/27/2023,2.17,7,363,15,
21769213,Home in Albany · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,135717458,Chad,,ELEVENTH WARD,42.66572,-73.77834,Private room,35,10,20,6/1/2023,0.29,3,312,3,
21769439,Home in Albany · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,135717458,Chad,,ELEVENTH WARD,42.66703,-73.77842,Private room,35,10,20,4/29/2023,0.29,3,365,4,
22398196,Home in Albany · ★4.91 · 1 bedroom · 1 bed · 1 private bath,98744672,Bela,,NINTH WARD,42.65501,-73.78122,Private room,60,2,97,7/31/2023,1.41,8,353,16,
22431640,Rental unit in Albany · ★4.82 · 1 bedroom · 2 beds · 1 bath,108848737,Jake,,SEVENTH WARD,42.64717,-73.77135,Entire home/apt,177,1,423,8/6/2023,6.5,2,52,47,
24120690,Guest suite in Albany · ★4.94 · 1 bedroom · 1 bed · 1 private bath,156446839,Domini,,FOURTEENTH WARD,42.65975,-73.81196,Private room,72,2,111,8/20/2023,1.69,1,330,22,
24606880,Guest suite in Albany · ★4.92 · 1 bedroom · 1 bed · 1 private bath,98744672,Bela,,NINTH WARD,42.65431,-73.78178,Private room,60,2,38,4/17/2023,0.64,8,244,6,
24655782,Rental unit in Albany · ★4.89 · 1 bedroom · 2 beds · 1 bath,108848737,Jake,,SEVENTH WARD,42.6477,-73.7714,Entire home/apt,87,1,329,8/27/2023,5.07,2,148,45,
25549565,Guest suite in Albany · ★4.90 · 1 bedroom · 1 bed · 1 bath,9666970,Janet,,SIXTH WARD,42.65345,-73.7645,Entire home/apt,70,1,708,8/14/2023,11.08,1,148,131,
25976514,Home in Albany · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,31757246,Leiba,,SIXTH WARD,42.65333,-73.77293,Private room,100,3,12,7/27/2023,0.19,1,359,2,
26139592,Rental unit in Albany · ★4.83 · 1 bedroom · 1 bed · 1 bath,6833937,Farah,,SIXTH WARD,42.65403,-73.76325,Entire home/apt,98,2,99,8/27/2023,1.6,1,359,5,
26808765,Home in Albany · ★4.82 · 3 bedrooms · 3 beds · 2 baths,19648678,Terra,,ELEVENTH WARD,42.66048,-73.77269,Entire home/apt,314,1,102,7/22/2023,1.64,10,224,6,
27670660,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 private bath,98744672,Bela,,NINTH WARD,42.65430832,-73.78177643,Private room,60,2,19,8/19/2023,0.35,8,359,14,
27692601,Home in Albany · ★4.93 · 2 bedrooms · 2 beds · 1.5 baths,202580880,Rosanne,,EIGHTH WARD,42.64514,-73.80668,Entire home/apt,195,3,15,10/8/2022,0.25,1,179,1,
27833958,Home in Albany · ★4.94 · 3 bedrooms · 3 beds · 2 baths,44299180,Colleen,,SEVENTH WARD,42.65178,-73.78711,Entire home/apt,225,5,35,10/9/2022,0.59,1,298,2,
28341274,Rental unit in Albany · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,54394342,Alice,,SIXTH WARD,42.65821,-73.76917,Private room,75,1,54,8/19/2023,0.9,1,363,18,
28400263,Rental unit in Albany · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,15223767,Ed,,NINTH WARD,42.65464,-73.78348,Private room,50,1,233,8/15/2023,3.99,3,221,31,
28519423,Home in Albany · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,89705052,Share,,TENTH WARD,42.65746,-73.77904,Private room,58,2,55,8/28/2023,0.93,3,59,15,
28722270,Loft in Albany · ★4.80 · 1 bedroom · 2 beds · 1 bath,44434571,Earl,,SECOND WARD,42.64535,-73.75365,Entire home/apt,114,1,601,8/22/2023,10.34,5,350,50,
28868857,Guest suite in Albany · ★4.71 · 1 bedroom · 1 bed · 1 bath,44434571,Earl,,SECOND WARD,42.64535,-73.75365,Entire home/apt,77,1,499,8/26/2023,8.68,5,351,74,
28929840,Home in Albany · ★5.0 · Studio · 1 bed · 1 private bath,194113768,Rachel,,FOURTH WARD,42.6737,-73.75313,Private room,95,1,6,5/27/2023,0.1,1,134,2,
29605579,Serviced apartment in Albany · ★4.64 · 1 bedroom · 1 bed · 1 bath,19648678,Terra,,SIXTH WARD,42.65235,-73.76714,Entire home/apt,110,2,86,7/27/2023,1.47,10,272,10,
30189794,Home in Albany · ★4.93 · 1 bedroom · 1 bed · 1 private bath,98744672,Bela,,NINTH WARD,42.6533,-73.78114,Private room,62,2,61,8/4/2023,1.09,8,276,14,
32279028,Home in Albany · ★4.98 · 1 bedroom · 1 bed · 1.5 shared baths,172223381,Diana,,EIGHTH WARD,42.64936,-73.80278,Private room,55,1,182,8/27/2023,3.3,2,44,45,
32450400,Home in Albany · 2 bedrooms · 2 beds · 1 shared bath,97330032,Sherrell,,FOURTH WARD,42.6761,-73.73825,Private room,122,3,0,,,1,179,0,
32993402,Rental unit in Albany · ★4.69 · 2 bedrooms · 2 beds · 1 bath,44434571,Earl,,SECOND WARD,42.64563,-73.75311,Entire home/apt,101,1,393,8/20/2023,7.25,5,271,53,
33558235,Rental unit in Albany · ★4.76 · 2 bedrooms · 2 beds · 1 bath,44434571,Earl,,SECOND WARD,42.64585,-73.75297,Entire home/apt,88,1,385,8/27/2023,7.23,5,358,60,
34330970,Rental unit in Albany · ★4.72 · 2 bedrooms · 4 beds · 1 bath,232967878,Diana,,SECOND WARD,42.64335,-73.7579,Entire home/apt,145,1,215,8/18/2023,4.17,17,84,40,
34366660,Rental unit in Albany · ★4.71 · 1 bedroom · 2 beds · 1 bath,37035085,George,,SIXTH WARD,42.65781,-73.76856,Entire home/apt,51,30,7,5/31/2023,0.14,4,280,2,
35793179,Home in Albany · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,15223767,Ed,,SEVENTH WARD,42.65259,-73.78223,Private room,50,1,136,8/25/2023,2.69,3,221,52,
36443605,Rental unit in Albany · ★4.80 · 2 bedrooms · 2 beds · 1 bath,188679144,Elizabeth,,THIRTEENTH WARD,42.66619,-73.79031,Entire home/apt,90,7,49,5/27/2023,0.98,8,346,2,
38321579,Home in Albany · ★4.98 · 1 bedroom · 1 bed · 1.5 shared baths,172223381,Diana,,EIGHTH WARD,42.65085,-73.80239,Private room,56,1,242,8/31/2023,4.99,2,154,87,
38873670,Rental unit in Albany · ★4.43 · 1 bedroom · 1 bed · 1 bath,37035085,George,,SIXTH WARD,42.65921,-73.76843,Entire home/apt,46,30,7,4/1/2023,0.3,4,291,2,
39093517,Rental unit in Albany · ★4.81 · 2 bedrooms · 1 bed · 1 bath,299638115,Dominick,,SIXTH WARD,42.65507,-73.76138,Entire home/apt,151,4,36,8/25/2023,0.79,3,344,2,
39698576,Rental unit in Albany · ★4.59 · 1 bedroom · 1 bed · 1 bath,188679144,Elizabeth,,NINTH WARD,42.65483,-73.78033,Entire home/apt,92,5,22,1/29/2023,0.47,8,345,2,
39836487,Rental unit in Albany · ★4.63 · Studio · 1 bed · 1 bath,306508346,Adem,,SIXTH WARD,42.65547,-73.7651,Entire home/apt,78,1,224,8/29/2023,4.82,2,46,66,
39864828,Rental unit in Albany · ★4.94 · 2 bedrooms · 2 beds · 1 bath,10313615,Matthew,,FOURTH WARD,42.66091,-73.74285,Entire home/apt,217,1,216,8/25/2023,4.87,1,69,47,
39873571,Rental unit in Albany · ★4.65 · 2 bedrooms · 2 beds · 1 bath,306508346,Adem,,THIRD WARD,42.65682,-73.76298,Entire home/apt,78,1,139,8/30/2023,9.46,2,119,109,
40491172,Rental unit in Albany · ★4.90 · 2 bedrooms · 3 beds · 1 bath,152762198,Allen,,THIRTEENTH WARD,42.66827,-73.79231,Entire home/apt,97,3,91,8/14/2023,2,7,350,22,
40828178,Home in Albany · ★4.99 · 1 bedroom · 2 beds · 1 bath,47491906,Lloyd,,FOURTH WARD,42.67773,-73.73899,Entire home/apt,99,1,166,8/7/2023,3.75,1,313,17,
40897436,Rental unit in Albany · ★4.84 · 2 bedrooms · 2 beds · 1.5 baths,50283047,Ellen,,SIXTH WARD,42.65592,-73.76259,Entire home/apt,141,7,25,7/27/2023,0.56,1,59,7,
41319631,Home in Albany · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,59864591,Daniel,,SIXTH WARD,42.65115,-73.7668,Entire home/apt,92,30,4,1/6/2023,0.14,1,236,1,
42009788,Rental unit in Albany · ★4.68 · 2 bedrooms · 2 beds · 1 bath,188679144,Elizabeth,,SIXTH WARD,42.65315,-73.76202,Entire home/apt,110,7,19,5/30/2023,0.44,8,365,4,
42092736,Home in Albany · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,41400541,John,,FOURTEENTH WARD,42.66403,-73.81446,Private room,42,1,114,8/17/2023,2.65,1,125,44,
42389085,Rental unit in Albany · 1 bedroom · 2 beds · 1 bath,121680792,Evolve,,THIRD WARD,42.6557,-73.75085,Entire home/apt,91,2,1,3/7/2020,0.02,9,244,0,
42391372,Rental unit in Albany · ★3.96 · 3 bedrooms · 3 beds · 1 bath,121680792,Evolve,,SECOND WARD,42.6469,-73.75761,Entire home/apt,178,3,27,10/27/2022,0.7,9,354,1,
42490432,Rental unit in Albany · ★4.74 · 1 bedroom · 1 bed · 1.5 baths,232967878,Diana,,SECOND WARD,42.64497,-73.7581,Entire home/apt,125,2,129,8/14/2023,3.45,17,36,36,
42567833,Rental unit in Albany · 3 bedrooms · 3 beds · 1 bath,339085327,Arkady,,NINTH WARD,42.65567,-73.7854,Entire home/apt,200,70,0,,,1,365,0,
42763847,Home in Albany · ★4.78 · 3 bedrooms · 3 beds · 1.5 baths,649068,Anthony,,FIRST WARD,42.63876,-73.78535,Entire home/apt,176,1,85,8/21/2023,2.08,1,136,24,
43208391,Rental unit in Albany · ★4.81 · 2 bedrooms · 2 beds · 1 bath,272907816,Angela,,SECOND WARD,42.64453,-73.75426,Entire home/apt,116,2,72,8/20/2023,2.01,4,25,14,
43253591,Rental unit in Albany · ★4.72 · 2 bedrooms · 2 beds · 1 bath,29288920,Gregg,,THIRD WARD,42.65746,-73.74932,Entire home/apt,76,2,25,8/29/2023,0.63,3,161,16,
43459803,Rental unit in Albany · ★5.0 · 1 bedroom · 2 beds · 1 bath,299638115,Dominick,,SIXTH WARD,42.65556,-73.76205,Entire home/apt,198,4,12,5/31/2023,0.39,3,355,1,
43576505,Rental unit in Albany · ★3.90 · 2 bedrooms · 2 beds · 1 bath,121680792,Evolve,,SECOND WARD,42.6469,-73.75761,Entire home/apt,178,3,10,5/29/2022,0.27,9,0,0,
43736299,Home in Albany · ★4.86 · 3 bedrooms · 3 beds · 1 bath,349460842,Scott,,TENTH WARD,42.66257,-73.78281,Entire home/apt,154,1,101,8/15/2023,2.62,5,361,29,
43955950,Home in Albany · ★4.89 · 3 bedrooms · 3 beds · 1 bath,232967878,Diana,,EIGHTH WARD,42.64383,-73.78926,Entire home/apt,245,2,61,8/6/2023,1.58,17,72,15,
44180048,Rental unit in Albany · ★4.98 · Studio · 2 beds · 1 bath,355777684,Lloyd,,SIXTH WARD,42.65935,-73.76805,Entire home/apt,125,1,302,8/24/2023,7.93,3,348,77,
44265426,Rental unit in Albany · ★4.99 · 1 bedroom · 2 beds · 1 bath,355777684,Lloyd,,SIXTH WARD,42.66006,-73.76966,Entire home/apt,128,1,262,8/17/2023,6.97,3,322,73,
44450012,Rental unit in Albany · ★4.80 · 2 bedrooms · 2 beds · 1 bath,353498132,Michael,,EIGHTH WARD,42.64808,-73.7996,Entire home/apt,138,13,20,1/31/2023,0.54,5,312,1,
45024912,Rental unit in Albany · ★4.95 · 1 bedroom · 1 bed · 1 bath,362851072,Elsa,,FOURTEENTH WARD,42.66132,-73.7956,Entire home/apt,123,1,113,8/27/2023,3.07,1,349,18,
45074220,Guest suite in Albany · ★4.67 · 1 bedroom · 1 bath,272907816,Angela,,SECOND WARD,42.64454,-73.75369,Entire home/apt,99,2,27,7/27/2023,1.13,4,89,7,
45313545,Rental unit in Albany · ★4.69 · 1 bedroom · 2 beds · 1 bath,165293595,Kori,,NINTH WARD,42.6545,-73.78223,Entire home/apt,84,2,89,8/11/2023,2.54,1,160,45,
45528939,Rental unit in Albany · ★4.56 · 1 bedroom · 2 beds · 1 bath,47625981,Linda,,SECOND WARD,42.64801,-73.75668,Entire home/apt,120,1,79,8/20/2023,2.5,13,116,30,
45529316,Rental unit in Albany · ★4.73 · 1 bedroom · 1 bed · 1 bath,47625981,Linda,,SECOND WARD,42.64821,-73.75793,Entire home/apt,120,1,86,8/19/2023,2.72,13,348,25,
45529447,Rental unit in Albany · ★4.70 · 2 bedrooms · 2 beds · 1 bath,47625981,Linda,,SECOND WARD,42.64713,-73.75628,Entire home/apt,144,1,112,8/19/2023,3.56,13,103,43,
45804322,Home in Albany · ★4.97 · 1 bedroom · 1 bed · 2 baths,124848440,Emilie,,TENTH WARD,42.66137,-73.7904,Private room,80,1,126,8/27/2023,3.6,1,60,68,
46894493,Home in Albany · ★4.99 · 2 bedrooms · 2 beds · 1 bath,69789449,Dan,,NINTH WARD,42.65311,-73.78525,Entire home/apt,175,1,171,8/29/2023,5.47,1,291,51,
47334913,Rental unit in Albany · ★4.89 · 2 bedrooms · 2 beds · 1 bath,152762198,Allen,,THIRTEENTH WARD,42.66646,-73.79184,Entire home/apt,108,3,54,8/28/2023,1.71,7,306,26,
47345872,Rental unit in Albany · ★4.43 · 1 bedroom · 1 bed · 1 bath,19648678,Terra,,SIXTH WARD,42.65345,-73.76663,Entire home/apt,125,2,37,8/12/2023,1.18,10,321,13,
47408047,Rental unit in Albany · ★4.86 · 1 bedroom · 1 bed · 1 bath,152762198,Allen,,FOURTEENTH WARD,42.67156,-73.80883,Entire home/apt,92,3,35,8/16/2023,1.14,7,342,14,
47440071,Home in Albany · ★4.96 · 1 bedroom · 1 bed · 1 private bath,382970529,Thomas,,THIRTEENTH WARD,42.6692,-73.79849,Private room,199,1,103,8/28/2023,3.23,6,73,47,
47828453,Rental unit in Albany · ★4.40 · 2 bedrooms · 3 beds · 1 bath,299638115,Dominick,,THIRD WARD,42.656,-73.76123,Entire home/apt,171,4,15,9/7/2022,0.48,3,336,1,
47902629,Rental unit in Albany · ★5.0 · 2 bedrooms · 2 beds · 2 baths,21886921,David,,THIRTEENTH WARD,42.66744,-73.79216,Entire home/apt,125,14,6,12/21/2021,0.21,2,244,0,
47943571,Rental unit in Albany · ★4.85 · 1 bedroom · 2 beds · 1 bath,385664127,Dillon,,THIRD WARD,42.65118,-73.75287,Entire home/apt,94,1,110,8/20/2023,3.54,2,297,56,
48052353,Home in Albany · ★4.75 · 3 bedrooms · 4 beds · 1 bath,349460842,Scott,,TENTH WARD,42.66261,-73.78332,Entire home/apt,164,1,125,8/31/2023,4.02,5,361,37,
48124042,Rental unit in Albany · ★4.89 · 2 bedrooms · 3 beds · 1 bath,385664127,Dillon,,THIRD WARD,42.64982,-73.75103,Entire home/apt,109,1,141,5/29/2023,5.6,2,227,57,
48172884,Home in Albany · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,98744672,Bela,,NINTH WARD,42.65399,-73.78126,Private room,46,2,35,8/6/2023,1.15,8,300,17,
48470454,Home in Albany · ★4.94 · 5 bedrooms · 5 beds · 5.5 baths,4259750,Peter,,THIRTEENTH WARD,42.66526412963867,-73.78692627,Entire home/apt,345,2,18,8/13/2023,1.32,9,360,15,
48599533,Rental unit in Albany · ★4.77 · 1 bedroom · 1 bed · 1 bath,392074908,Jerry,,SIXTH WARD,42.65429,-73.75986,Entire home/apt,88,2,87,8/15/2023,3.46,7,298,26,
49635449,Boutique hotel in Albany · ★4.56 · Studio · 1 bed · 1 private bath,19648678,Terra,,SIXTH WARD,42.65848,-73.77436,Private room,185,1,18,8/5/2023,0.68,10,231,5,
49875164,Boutique hotel in Albany · ★4.20 · 1 bedroom · 1 bed · 1 private bath,19648678,Terra,,SIXTH WARD,42.65933,-73.77275,Private room,185,1,5,10/30/2022,0.18,10,229,1,
49886937,Rental unit in Albany · Studio · 1 bed · 0 shared baths,219746338,Nicola,,FOURTH WARD,42.65854,-73.74926,Shared room,45,1,0,,,1,359,0,
50088935,Condo in Albany · ★5.0 · 2 bedrooms · 3 beds · 1 bath,172658781,Jessica,,THIRTEENTH WARD,42.66972,-73.79544,Entire home/apt,100,60,4,11/30/2022,0.17,3,269,1,
50171851,Rental unit in Albany · ★4.99 · 1 bedroom · 1 bed · 1 bath,48490017,Todd,,SIXTH WARD,42.65157,-73.76546,Entire home/apt,109,2,118,8/28/2023,4.73,1,204,53,
50207226,Rental unit in Albany · ★4.88 · 1 bedroom · 2 beds · 1 bath,47625981,Linda,,FOURTH WARD,42.65888,-73.74673,Entire home/apt,116,1,65,8/13/2023,2.39,13,119,18,
50211226,Rental unit in Albany · ★4.97 · 1 bedroom · 2 beds · 1 bath,105597161,Jake & Kate,,ELEVENTH WARD,42.66034,-73.77163,Entire home/apt,100,2,119,9/1/2023,5.84,1,299,69,
50354540,Rental unit in Albany · ★4.56 · 2 bedrooms · 2 beds · 1 bath,188679144,Elizabeth,,SIXTH WARD,42.65333,-73.76402,Entire home/apt,100,3,9,8/13/2023,0.33,8,353,6,
50639032,Home in Albany · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,172539578,David Yisrael,,FIFTEENTH WARD,42.67945,-73.81647,Private room,70,3,35,7/27/2023,1.49,3,179,15,
50890336,Rental unit in Albany · ★4.59 · 1 bedroom · 1 bed · 1 bath,47625981,Linda,,FOURTH WARD,42.65901,-73.74748,Entire home/apt,120,1,37,8/11/2023,1.45,13,112,11,
51230498,Aparthotel in Albany · ★4.82 · 1 bedroom · 1 bed · 1 bath,414738935,Sonya,,THIRD WARD,42.66064,-73.76074,Entire home/apt,90,1,185,8/25/2023,7.21,1,62,72,
51461480,Rental unit in Albany · ★4.95 · 1 bedroom · 1 bed · 1 bath,416799784,Rosie,,TENTH WARD,42.65969,-73.77564,Entire home/apt,124,7,21,3/31/2023,0.93,1,119,2,
51503537,Rental unit in Albany · ★4.29 · 1 bedroom · 1 bed · 1 bath,394420519,All Seasons,,THIRD WARD,42.65061,-73.75006,Entire home/apt,105,4,7,2/23/2023,0.29,1,179,3,
51560588,Rental unit in Albany · ★4.62 · Studio · 1 bed · 1 bath,392074908,Jerry,,SIXTH WARD,42.65431,-73.75997,Entire home/apt,87,2,39,7/8/2023,1.56,7,359,4,
